,_index,_type,_id,_score,author,timestamp,message,tokenize_message,tanslated_text,language,polarity,subjectivity,sentiment,country,hashtags,keyword,sentiment_ML
10,tweets-sentiment_2,new-tweet,tvI8VG0BakvBqqeYX5ah,1.0,rosalia_tv,2019-09-21T13:32:02+00:00,RT @pilaraymara: Feijóo ignora na súa viaxe á Arxentina o Centro Gallego que vén de salvar o histórico legado da emigración https://t.co/4c…,"['rt', '@', 'pilaraym', ':', 'feijo', 'ignor', 'na', 'sua', 'viax', 'a', 'arxentin', 'o', 'centr', 'galleg', 'que', 'ven', 'de', 'salv', 'o', 'histor', 'leg', 'da', 'emigr', 'https', ':', '//t.co/4c…']",RT @pilaraymara: Feijóo ignora na súa viaxe á Arxentina o Centro Gallego que vén de salvar o histórico legado da emigración https://t.co/4c…,,0.0,0.0,neutral,Santiago,,['rosalia'],neutral
11,tweets-sentiment_2,new-tweet,dvI8VG0BakvBqqeY2Je6,1.0,rociogrande1,2019-09-21T13:13:40+00:00,RT @itsmariajesustc: No entiendo como en 5 minutos se pueden agotar 16.000 entradas para ver a Rosalía. Estoy flipando https://t.co/NeJMXc6…,"['rt', '@', 'itsmariajesustc', ':', 'no', 'entiend', 'com', 'en', '5', 'minut', 'se', 'pued', 'agot', '16.000', 'entrad', 'par', 'ver', 'a', 'rosal', '.', 'estoy', 'flip', 'https', ':', '//t.co/nejmxc6…']",RT @itsmariajesustc: No entiendo como en 5 minutos se pueden agotar 16.000 entradas para ver a Rosalía. Estoy flipando https://t.co/NeJMXc6…,,0.0,0.0,neutral,ibiza,,['rosalia'],positive
12,tweets-sentiment_2,new-tweet,ufI8VG0BakvBqqeYZpZ4,1.0,conchajua,2019-09-21T13:30:32+00:00,"RT @VidALieNs: Cómo!? Un programa de tv3 haciendo cachondeo con el 'milionària' de Rosalía y la Ferrusola?

Ya me veo a José Mota haciendo…","['rt', '@', 'vidaliens', ':', 'com', '!', '?', 'un', 'program', 'de', 'tv3', 'hac', 'cachonde', 'con', 'el', ""'milionàri"", ""'"", 'de', 'rosal', 'y', 'la', 'ferrusol', '?', 'ya', 'me', 'veo', 'a', 'jos', 'mot', 'haciendo…']","RT @VidALieNs: Cómo!? Un programa de tv3 haciendo cachondeo con el 'milionària' de Rosalía y la Ferrusola?

Ya me veo a José Mota haciendo…",,0.0,0.0,neutral,En,,['rosalia'],negative
13,tweets-sentiment_2,new-tweet,-vI8VG0BakvBqqeYkJZk,1.0,alfonferfer,2019-09-21T13:23:52+00:00,"RT @SinNick12: Pedro Sánchez, Carmen Calvo, Ana Botín, la CEOE, el CNI, los fans de Rosalía, el del medio de los Chichos, los Power Rangers…","['rt', '@', 'sinnick12', ':', 'pedr', 'sanchez', ',', 'carm', 'calv', ',', 'ana', 'botin', ',', 'la', 'ceo', ',', 'el', 'cni', ',', 'los', 'fans', 'de', 'rosal', ',', 'el', 'del', 'medi', 'de', 'los', 'chich', ',', 'los', 'pow', 'rangers…']","RT @SinNick12: Pedro Sánchez, Carmen Calvo, Ana Botín, la CEOE, el CNI, los fans de Rosalía, el del medio de los Chichos, los Power Rangers…",,0.0,0.0,neutral,,,['rosalia'],negative
14,tweets-sentiment_2,new-tweet,-PI8VG0BakvBqqeYjZYF,1.0,elskermailo,2019-09-21T13:24:10+00:00,RT @peacejoaquin: Venia a recordarles el dia que los aristemo bailaron la Rosalia https://t.co/t0QWd4hsyc,"['rt', '@', 'peacejoaquin', ':', 'veni', 'a', 'record', 'el', 'dia', 'que', 'los', 'aristem', 'bail', 'la', 'rosali', 'https', ':', '//t.co/t0qwd4hsyc']",RT @peacejoaquin: Venia a recordarles el dia que los aristemo bailaron la Rosalia https://t.co/t0QWd4hsyc,,0.0,0.0,neutral,aristemo,,['rosalia'],neutral
15,tweets-sentiment_2,new-tweet,sPI8VG0BakvBqqeYU5bj,1.0,joelasad,2019-09-21T13:32:41+00:00,"PIENSO EN TU MIRÁ - Cap.3: Celos de ROSALÍA
https://t.co/WWMftFCh0W","['piens', 'en', 'tu', 'mir', '-', 'cap.3', ':', 'cel', 'de', 'rosal', 'https', ':', '//t.co/wwmftfch0w']","PIENSO EN TU MIRÁ - Cap.3: Celos de ROSALÍA
https://t.co/WWMftFCh0W",,0.0,0.0,neutral,Asunción,,['rosalia'],negative
16,tweets-sentiment_2,new-tweet,b_I8VG0BakvBqqeYzJcv,1.0,BarrioJulian,2019-09-21T13:15:03+00:00,“Pongo rosas sobe el panamera“ diría hoy la Rosalia. 🌸💐🌷,"['“', 'pong', 'ros', 'sob', 'el', 'panamer', '“', 'dir', 'hoy', 'la', 'rosali', '.', '🌸💐🌷']",“Pongo rosas sobe el panamera“ diría hoy la Rosalia. 🌸💐🌷,,0.0,0.0,neutral,,,['rosalia'],positive
17,tweets-sentiment_2,new-tweet,avI8VG0BakvBqqeYwpcP,1.0,MaryjoSkabecha,2019-09-21T13:16:45+00:00,@Omar_Stroker @ArgSkabeche @PPTeamLesslie Jaja la rosalia..,"['@', 'omar_strok', '@', 'argskabech', '@', 'ppteamlessli', 'jaj', 'la', 'rosalia..']",@Omar_Stroker @ArgSkabeche @PPTeamLesslie Jaja la rosalia..,,0.0,0.0,neutral,,,['rosalia'],negative
18,tweets-sentiment_2,new-tweet,O_I8VG0BakvBqqeYupcV,1.0,gabbvidal1,2019-09-21T13:18:19+00:00,RT @Briznilla_: la Rosalía https://t.co/Kt0w0KYCkC,"['rt', '@', 'briznilla_', ':', 'la', 'rosal', 'https', ':', '//t.co/kt0w0kyckc']",RT @Briznilla_: la Rosalía https://t.co/Kt0w0KYCkC,,0.0,0.0,neutral,,,['rosalia'],positive
19,tweets-sentiment_2,new-tweet,LPI9VG0BakvBqqeYQ5gJ,1.0,Naomi50339349,2019-09-21T12:57:39+00:00,Estoy obsesionada con rosalia.,"['estoy', 'obsesion', 'con', 'rosali', '.']",Estoy obsesionada con rosalia.,,0.0,0.0,neutral,,,['rosalia'],positive
20,tweets-sentiment_2,new-tweet,LfI9VG0BakvBqqeYRJj2,1.0,revsega,2019-09-21T12:57:23+00:00,"RT @SinNick12: Pedro Sánchez, Carmen Calvo, Ana Botín, la CEOE, el CNI, los fans de Rosalía, el del medio de los Chichos, los Power Rangers…","['rt', '@', 'sinnick12', ':', 'pedr', 'sanchez', ',', 'carm', 'calv', ',', 'ana', 'botin', ',', 'la', 'ceo', ',', 'el', 'cni', ',', 'los', 'fans', 'de', 'rosal', ',', 'el', 'del', 'medi', 'de', 'los', 'chich', ',', 'los', 'pow', 'rangers…']","RT @SinNick12: Pedro Sánchez, Carmen Calvo, Ana Botín, la CEOE, el CNI, los fans de Rosalía, el del medio de los Chichos, los Power Rangers…",,0.0,0.0,neutral,,,['rosalia'],negative
21,tweets-sentiment_2,new-tweet,-fI9VG0BakvBqqeYMZco,1.0,tve_tve,2019-09-21T13:00:01+00:00,Tini Stoessel visita nuestro país y aprovecha para reaccionar a algunos de los videoclips españoles con más visitas… https://t.co/PjY50co0cp,"['tini', 'stoessel', 'visit', 'nuestr', 'pais', 'y', 'aprovech', 'par', 'reaccion', 'a', 'algun', 'de', 'los', 'videoclips', 'español', 'con', 'mas', 'visitas…', 'https', ':', '//t.co/pjy50co0cp']",Tini Stoessel visita nuestro país y aprovecha para reaccionar a algunos de los videoclips españoles con más visitas… https://t.co/PjY50co0cp,,0.0,0.0,neutral,España,,['rosalia'],positive
22,tweets-sentiment_2,new-tweet,9vI9VG0BakvBqqeYKpei,1.0,Madeinspain77,2019-09-21T13:01:03+00:00,RT @nosoyelpunta: He cambiado mi opinión sobre Rosalía. Vale que canta flamenco regular pero si tiene mosqueados a catalufos y machupichus…,"['rt', '@', 'nosoyelpunt', ':', 'he', 'cambi', 'mi', 'opinion', 'sobr', 'rosal', '.', 'val', 'que', 'cant', 'flamenc', 'regul', 'per', 'si', 'tien', 'mosqu', 'a', 'cataluf', 'y', 'machupichus…']",RT @nosoyelpunta: He cambiado mi opinión sobre Rosalía. Vale que canta flamenco regular pero si tiene mosqueados a catalufos y machupichus…,,0.0,0.07692307692307693,neutral,Murcia,,['rosalia'],negative
23,tweets-sentiment_2,new-tweet,rPI8VG0BakvBqqeY75ey,1.0,abadpiqueras,2019-09-21T13:08:51+00:00,"RT @rafaruizmad: Víctor Coyote: “Me influyen las Rosalías, Rosalía de Castro y la otra” https://t.co/dmZhnTOVg9 vía @Elasombrario","['rt', '@', 'rafaruizm', ':', 'victor', 'coyot', ':', '“', 'me', 'influ', 'las', 'rosal', ',', 'rosal', 'de', 'castr', 'y', 'la', 'otra', '”', 'https', ':', '//t.co/dmzhntovg9', 'via', '@', 'elasombrari']","RT @rafaruizmad: Víctor Coyote: “Me influyen las Rosalías, Rosalía de Castro y la otra” https://t.co/dmZhnTOVg9 vía @Elasombrario",,0.0,0.0,neutral,Madrid,,['rosalia'],positive
24,tweets-sentiment_2,new-tweet,7fI9VG0BakvBqqeYGpe6,1.0,Aratz_Agirre,2019-09-21T13:02:48+00:00,RT @indomxble: Mi profesora de marketing digital ha parado la clase para poder comprarse las entradas de Rosalía. What a situación,"['rt', '@', 'indomxbl', ':', 'mi', 'profesor', 'de', 'marketing', 'digital', 'ha', 'par', 'la', 'clas', 'par', 'pod', 'compr', 'las', 'entrad', 'de', 'rosal', '.', 'what', 'a', 'situacion']",RT @indomxble: Mi profesora de marketing digital ha parado la clase para poder comprarse las entradas de Rosalía. What a situación,,0.0,0.0,neutral,Bilbao,,['rosalia'],positive
25,tweets-sentiment_2,new-tweet,evI8VG0BakvBqqeY4pfd,1.0,FatFaber,2019-09-21T13:11:13+00:00,"RT @MikiPerBerso: Lo conseguí amigas, voy a ver a la Rosalía en diciembre!!! https://t.co/4bt7PlprTV","['rt', '@', 'mikiperbers', ':', 'lo', 'consegu', 'amig', ',', 'voy', 'a', 'ver', 'a', 'la', 'rosal', 'en', 'diciembr', '!', '!', '!', 'https', ':', '//t.co/4bt7plprtv']","RT @MikiPerBerso: Lo conseguí amigas, voy a ver a la Rosalía en diciembre!!! https://t.co/4bt7PlprTV",,0.0,0.0,neutral,Medellín,,['rosalia'],negative
26,tweets-sentiment_2,new-tweet,q_I8VG0BakvBqqeY7pdu,1.0,marinacoya,2019-09-21T13:09:15+00:00,"@meryrdg19 Con Rosalía soñé ayer, lo peor es que en el sueño conseguía las entradas :(","['@', 'meryrdg19', 'con', 'rosal', 'soñ', 'ayer', ',', 'lo', 'peor', 'es', 'que', 'en', 'el', 'sueñ', 'consegu', 'las', 'entrad', ':', '(']","@meryrdg19 Con Rosalía soñé ayer, lo peor es que en el sueño conseguía las entradas :(",,-0.75,1.0,negative,Gijón,,['rosalia'],neutral
27,tweets-sentiment_2,new-tweet,6fI9VG0BakvBqqeYD5fq,1.0,JuanCarlosHerb8,2019-09-21T13:04:06+00:00,RT @Soymarioruiz: Estoy obsesionado con Rosalía,"['rt', '@', 'soymarioruiz', ':', 'estoy', 'obsesion', 'con', 'rosal']",RT @Soymarioruiz: Estoy obsesionado con Rosalía,,0.0,0.0,neutral,Chile,,['rosalia'],neutral
28,tweets-sentiment_2,new-tweet,6vI9VG0BakvBqqeYEZeG,1.0,Hola_Jaa,2019-09-21T13:03:32+00:00,RT @Matt_Lezcano: Siempre con altura como Rosalía,"['rt', '@', 'matt_lezcan', ':', 'siempr', 'con', 'altur', 'com', 'rosal']",RT @Matt_Lezcano: Siempre con altura como Rosalía,,0.0,0.0,neutral,Paraguay,,['rosalia'],negative
29,tweets-sentiment_2,new-tweet,MPI9VG0BakvBqqeYSpgs,1.0,akatonii,2019-09-21T12:56:58+00:00,@rosalia_spain En el ultimo no,"['@', 'rosalia_spain', 'en', 'el', 'ultim', 'no']",@rosalia_spain En el ultimo no,,0.0,0.0,neutral,España,,['rosalia'],neutral
30,tweets-sentiment_2,new-tweet,cfI-VG0BakvBqqeYGpng,1.0,VidALieNs,2019-09-21T12:21:44+00:00,"RT @VidALieNs: Cómo!? Un programa de tv3 haciendo cachondeo con el 'milionària' de Rosalía y la Ferrusola?

Ya me veo a José Mota haciendo…","['rt', '@', 'vidaliens', ':', 'com', '!', '?', 'un', 'program', 'de', 'tv3', 'hac', 'cachonde', 'con', 'el', ""'milionàri"", ""'"", 'de', 'rosal', 'y', 'la', 'ferrusol', '?', 'ya', 'me', 'veo', 'a', 'jos', 'mot', 'haciendo…']","RT @VidALieNs: Cómo!? Un programa de tv3 haciendo cachondeo con el 'milionària' de Rosalía y la Ferrusola?

Ya me veo a José Mota haciendo…",,0.0,0.0,neutral,Catalunya,,['rosalia'],negative
31,tweets-sentiment_2,new-tweet,8PI9VG0BakvBqqeYxZg6,1.0,Analitica,2019-09-21T12:40:00+00:00,"La cantante española Rosalía, anunció que pronto pondrá fin a su gira de conciertos de «El Mal Querer», realizando… https://t.co/qYJrBVitCg","['la', 'cantant', 'español', 'rosal', ',', 'anunc', 'que', 'pront', 'pondr', 'fin', 'a', 'su', 'gir', 'de', 'conciert', 'de', '«', 'el', 'mal', 'quer', '»', ',', 'realizando…', 'https', ':', '//t.co/qyjrbvitcg']","La cantante española Rosalía, anunció que pronto pondrá fin a su gira de conciertos de «El Mal Querer», realizando… https://t.co/qYJrBVitCg",,0.0,0.0,neutral,Caracas,,['rosalia'],negative
32,tweets-sentiment_2,new-tweet,b_I-VG0BakvBqqeYFpmo,1.0,IsabelRCalvo4,2019-09-21T12:22:34+00:00,"RT @Cantaresdeserea: ""Unha vez tiven un cravo
cravado no corazón,
i eu non me acordo xa se era aquel cravo
de ouro, de ferro ou de amor"".…","['rt', '@', 'cantaresdesere', ':', '``', 'unha', 'vez', 'tiv', 'un', 'crav', 'crav', 'no', 'corazon', ',', 'i', 'eu', 'non', 'me', 'acord', 'xa', 'se', 'era', 'aquel', 'crav', 'de', 'our', ',', 'de', 'ferr', 'ou', 'de', 'amor', ""''"", '.…']","RT @Cantaresdeserea: ""Unha vez tiven un cravo
cravado no corazón,
i eu non me acordo xa se era aquel cravo
de ouro, de ferro ou de amor"".…",,0.0,0.0,neutral,,,['rosalia'],positive
33,tweets-sentiment_2,new-tweet,qvI-VG0BakvBqqeYNpml,1.0,pocopojgo,2019-09-21T12:16:51+00:00,"RT @ElRamboDosach: Naci en Andalucia, mas concretamente en jerez, mis padres son gitanos, todos mis abuelos son gitanos, todos mis bisabuel…","['rt', '@', 'elrambodosach', ':', 'naci', 'en', 'andaluci', ',', 'mas', 'concret', 'en', 'jerez', ',', 'mis', 'padr', 'son', 'gitan', ',', 'tod', 'mis', 'abuel', 'son', 'gitan', ',', 'tod', 'mis', 'bisabuel…']","RT @ElRamboDosach: Naci en Andalucia, mas concretamente en jerez, mis padres son gitanos, todos mis abuelos son gitanos, todos mis bisabuel…",,0.0,0.0,neutral,Sevilla,,['rosalia'],positive
34,tweets-sentiment_2,new-tweet,9vI9VG0BakvBqqeYz5gC,1.0,Alex1758,2019-09-21T12:37:31+00:00,"RT @LolitaDixxon: Mis amigas: ¿cómo ha ido la compra de entradas de Rosalía?

Yo: malamente.","['rt', '@', 'lolitadixxon', ':', 'mis', 'amig', ':', '¿com', 'ha', 'ido', 'la', 'compr', 'de', 'entrad', 'de', 'rosal', '?', 'yo', ':', 'mal', '.']","RT @LolitaDixxon: Mis amigas: ¿cómo ha ido la compra de entradas de Rosalía?

Yo: malamente.",,0.0,0.0,neutral,,,['rosalia'],negative
35,tweets-sentiment_2,new-tweet,NPI9VG0BakvBqqeY9Zmj,1.0,Itstheer_11,2019-09-21T12:29:52+00:00,RT @cristinajuaan: no me creo q vaya al concierto de rosalia me muerooooooo😍😭😭😭😭😭,"['rt', '@', 'cristinaju', ':', 'no', 'me', 'cre', 'q', 'vay', 'al', 'conciert', 'de', 'rosali', 'me', 'muerooooooo😍😭😭😭😭😭']",RT @cristinajuaan: no me creo q vaya al concierto de rosalia me muerooooooo😍😭😭😭😭😭,,0.0,0.0,neutral,,,['rosalia'],neutral
36,tweets-sentiment_2,new-tweet,pfI-VG0BakvBqqeYKpmF,1.0,TKargor,2019-09-21T12:18:39+00:00,"@aaariiiuuu Te gustan los macarrones y también ""LA ROSALÍA 💃""","['@', 'aaariiiuuu', 'te', 'gust', 'los', 'macarron', 'y', 'tambien', '``', 'la', 'rosal', '💃', ""''""]","@aaariiiuuu Te gustan los macarrones y también ""LA ROSALÍA 💃""",,0.0,0.0,neutral,,,['rosalia'],negative
37,tweets-sentiment_2,new-tweet,Z_I-VG0BakvBqqeYBJnL,1.0,hunnyboytae,2019-09-21T12:26:52+00:00,@TIKPI el y la rosalia son colegas,"['@', 'tikpi', 'el', 'y', 'la', 'rosali', 'son', 'coleg']",@TIKPI el y la rosalia son colegas,,0.0,0.0,neutral,London,,['rosalia'],negative
38,tweets-sentiment_2,new-tweet,Y_I9VG0BakvBqqeY_Jl9,1.0,xLoopezz,2019-09-21T12:29:10+00:00,LA ROSALÍA https://t.co/geaWvgV62u,"['la', 'rosal', 'https', ':', '//t.co/geawvgv62u']",LA ROSALÍA https://t.co/geaWvgV62u,,0.0,0.0,neutral,Albacete,,['rosalia'],positive
39,tweets-sentiment_2,new-tweet,pPI-VG0BakvBqqeY1poN,1.0,FakePropio,2019-09-21T11:48:33+00:00,"@Rosalia_E_R Que viva. Cuando vos te sacas las pilchas todos te trataríamos genial jjaajajaja
Igualmente no hago Re… https://t.co/8teqeSWSI2","['@', 'rosalia_e_r', 'que', 'viv', '.', 'cuand', 'vos', 'te', 'sac', 'las', 'pilch', 'tod', 'te', 'trat', 'genial', 'jjaajajaj', 'igual', 'no', 'hag', 're…', 'https', ':', '//t.co/8teqeswsi2']","@Rosalia_E_R Que viva. Cuando vos te sacas las pilchas todos te trataríamos genial jjaajajaja
Igualmente no hago Re… https://t.co/8teqeSWSI2",,0.0,0.0,neutral,,,['rosalia'],negative
40,tweets-sentiment_2,new-tweet,pfI-VG0BakvBqqeY2Jqj,1.0,ragosecrett,2019-09-21T11:48:11+00:00,"Por dios que la gente sigue creyendo que Rosalía es conocida por Amaia, literally a clown","['por', 'dios', 'que', 'la', 'gent', 'sig', 'creyend', 'que', 'rosal', 'es', 'conoc', 'por', 'amai', ',', 'literally', 'a', 'clown']","Por dios que la gente sigue creyendo que Rosalía es conocida por Amaia, literally a clown",,0.0,0.0,neutral,12,,['rosalia'],negative
41,tweets-sentiment_2,new-tweet,4vI-VG0BakvBqqeY_Jr6,1.0,ClaudiaChaname,2019-09-21T11:41:53+00:00,"RT @Cantaresdeserea: ""Unha vez tiven un cravo
cravado no corazón,
i eu non me acordo xa se era aquel cravo
de ouro, de ferro ou de amor"".…","['rt', '@', 'cantaresdesere', ':', '``', 'unha', 'vez', 'tiv', 'un', 'crav', 'crav', 'no', 'corazon', ',', 'i', 'eu', 'non', 'me', 'acord', 'xa', 'se', 'era', 'aquel', 'crav', 'de', 'our', ',', 'de', 'ferr', 'ou', 'de', 'amor', ""''"", '.…']","RT @Cantaresdeserea: ""Unha vez tiven un cravo
cravado no corazón,
i eu non me acordo xa se era aquel cravo
de ouro, de ferro ou de amor"".…",,0.0,0.0,neutral,lima,,['rosalia'],positive
42,tweets-sentiment_2,new-tweet,JPI_VG0BakvBqqeYJ5vr,1.0,ACBoveda,2019-09-21T11:33:59+00:00,"RT @manuelmaria_com: Xoán Padín, Alberte Núñez, Alberto Maceiras e Gumer Freire compoñen MOLIME, grupo de moi recente creación que estará c…","['rt', '@', 'manuelmaria_com', ':', 'xoan', 'padin', ',', 'albert', 'nuñez', ',', 'albert', 'maceir', 'e', 'gum', 'freir', 'compoñ', 'molim', ',', 'grup', 'de', 'moi', 'recent', 'creacion', 'que', 'estar', 'c…']","RT @manuelmaria_com: Xoán Padín, Alberte Núñez, Alberto Maceiras e Gumer Freire compoñen MOLIME, grupo de moi recente creación que estará c…",,0.0,0.0,neutral,A,,['rosalia'],negative
43,tweets-sentiment_2,new-tweet,GPI_VG0BakvBqqeYFJvS,1.0,_I_Samuel_I_,2019-09-21T11:37:19+00:00,RT @adrirogz: rosalia llegando al concierto viendo que han ido 40 personas debido a que el 60% de entradas estan en reventa por 1000 euros…,"['rt', '@', 'adrirogz', ':', 'rosali', 'lleg', 'al', 'conciert', 'viend', 'que', 'han', 'ido', '40', 'person', 'deb', 'a', 'que', 'el', '60', '%', 'de', 'entrad', 'estan', 'en', 'revent', 'por', '1000', 'euros…']",RT @adrirogz: rosalia llegando al concierto viendo que han ido 40 personas debido a que el 60% de entradas estan en reventa por 1000 euros…,,0.0,0.0,neutral,,,['rosalia'],negative
44,tweets-sentiment_2,new-tweet,o_I-VG0BakvBqqeY1JoY,1.0,davuu25,2019-09-21T11:48:55+00:00,RT @lucisuxx: las entradas para los conciertos de fin de gira de rosalía  https://t.co/UihxJAPufw,"['rt', '@', 'lucisuxx', ':', 'las', 'entrad', 'par', 'los', 'conciert', 'de', 'fin', 'de', 'gir', 'de', 'rosal', 'https', ':', '//t.co/uihxjapufw']",RT @lucisuxx: las entradas para los conciertos de fin de gira de rosalía  https://t.co/UihxJAPufw,,0.0,0.0,neutral,A,,['rosalia'],positive
